Gene	LOG_fc
EPHX2	-0.334374364440865
EPHX3	0.783410610195203
EPM2AIP1	-0.383696538806024
EPN1	-0.018388750322103
EPN2 /// EPN2-IT1	-0.210244598298779
EPN3	0.47763916545061
EPO	0.0444866435460263
EPOR	-0.0563356776451229
EPOR /// RGL3	-0.0485354565774072
EPPIN /// EPPIN-WFDC6	-0.13462793936739
EPPK1	0.246863653322991
EPRS	0.573113768590693
EPS15	-0.514044536980597
EPS15L1	0.027314178153933
EPS8	0.215971767512782
EPS8L1	0.349506447585447
EPS8L2	-0.0548371382147721
EPS8L3	0.138904003500073
EPX	-0.0694348223428669
EPYC	0.228729528774586
ERAL1	0.260825278189605
ERAP1	-0.0488866610616929
ERAP2	-0.433764452963476
ERBB2	0.678894570766808
ERBB2IP	0.146483661867403
ERBB3	0.453981253083164
ERBB4	-0.424930643718462
ERC1	-0.126008813222807
ERC2	0.108879774604177
ERC2-IT1	-0.050471938144609
ERCC1	0.121803946940235
ERCC2	0.133482988371002
ERCC3	0.0551825726375625
ERCC4	0.038098983415928
ERCC5	-0.219880729284647
ERCC6	0.0620109711281884
ERCC6L	0.312527131527724
ERCC8	0.106033073871052
EREG	0.93665193361953
ERF	0.0318805677945067
ERG	-1.10568365480817
ERGIC2	0.484620983330462
ERGIC3	0.494260606719061
ERH	0.457071877619589
ERI2	0.392082302020917
ERI3	0.205237454080341
ERICH1	0.0072494725546477
ERLIN1	0.012322416847514
ERLIN2	0.0671481680843673
ERMAP	-0.221844221133235
ERMP1	0.0450045433678969
ERN1	0.0553733956896592
ERN2	0.0445578183884177
ERO1L	0.942313444210134
ERO1LB	0.123343740908613
ERP29	0.0810262102681936
ERP44	0.0221493692089982
ERV3-2	-0.178826225073708
ERV9-1	0.0345392408653904
ERVH-4	0.109071579276954
ERVH-6	0.0650677939016688
ERVMER34-1	0.185883172931111
ESD	-0.396568164686286
ESF1	0.055788986442928
ESM1	0.089431630900215
ESPL1	0.45866684325458
ESPN	0.0413510994198711
ESR1	0.0842561193920242
ESRP1	0.865928276234651
ESRP2 /// MIR6773	0.372710150986869
ESRRG	0.0205540571232969
ESYT1	-0.371518237517716
ETAA1	0.0279328791152116
ETF1	-0.466841633823369
ETFA	0.409524629756827
ETFB	-0.0413105076230984
ETFDH	-0.0978484363163723
ETHE1	-0.060364621924057
ETNK1	0.642551617105866
ETNK2	0.303700220687921
ETS1	-0.030247183552178
ETS2	-1.05239804858398
ETV1	-0.623838330846028
ETV2	-0.0185618492904682
ETV3	0.0261929708844058
ETV4	0.401087332636092
ETV5	-0.506880462240217
ETV6	0.270513668072286
ETV7	0.0759543889431358
EVA1B	-0.0135717842429823
EVC	-0.205897584119624
EVI2A	-0.273296705072628
EVI2B	-0.50030896089989
EVI5	-0.275040334575115
EVL	-0.603511520420215
EVPL	0.179584963958369
EVX1	-0.11315336161829
EWSR1	-0.029556990062078
EXD2	0.0625049342798274
EXD3	-0.0395347731008142
EXO1	0.248297503653588
EXO5	-0.0480232179145546
EXOC1	0.113055709323904
EXOC2	0.0161929545485862
EXOC3	0.0483534561096093
EXOC5	0.256067811990859
EXOC7	0.0874520529608951
EXOSC10	0.0782444581924446
EXOSC4	0.531287648805566
EXOSC5	0.328651768048873
EXOSC7	0.0584735740780804
EXOSC8	0.00783187570085442
EXPH5	-0.189587575047346
EXT1	-0.00192792288744137
EXT2	-0.0897994466339593
EXTL1	0.0396164842227318
EXTL2	-0.215589444251302
EXTL3	0.0992194538257838
EYA1	0.0434880347653266
EYA2	0.313709771176497
EYA3	0.0612989381245175
EYA4	-0.0913530447656843
EZH1	-0.458330614366094
EZH2	0.988869232747446
EZR	-0.0308553295042664
F10	-0.367812860516255
F11	-0.217901276542336
F11R	0.120047200489289
F12	0.399342104294899
F13A1	-0.401894590269098
F2	0.0021944856607865
F2R	-0.255907713888739
F2RL1	0.743170820368015
F3	-0.590101284406495
F5	0.429761657662354
F7	-0.0753156175323788
F8	-1.16848781868522
F8A1 /// F8A2 /// F8A3	0.422120529290185
F9	-0.0507220201867602
FA2H	0.834024609664512
FAAH	0.0636426231595495
FABP1	0.060059045125028
FABP2	0.17601410135419
FABP3	0.0407771193411612
FABP4	-3.82716555715237
FABP5	-1.52134073991624
FABP6	0.136380642311793
FADD	0.535463226873846
FADS1 /// MIR1908	0.0931374551810009
FADS2	0.233990593346645
FADS3	-0.50172955527499
FAF1	0.278876904247348
FAF2	0.292105906673854
FAH	0.115093279045012
FAHD2A	0.130018002990365
FAIM	0.105701568672594
FAIM2	-0.0438408906393937
FAIM3	0.171554614555944
FAM102A	0.209937631387705
FAM105A	-0.497683321858641
FAM106A	-0.0574516508679865
FAM107A	-2.83793462557039
FAM110B	-0.0993837429846023
FAM110D	-0.300720164887409
FAM111A	-0.172226383192555
FAM114A1	0.385007807210325
FAM114A2	-0.148180595032979
FAM115A /// LOC100294033	-0.00175139534220925
FAM117A	-0.165551629253597
FAM118A	0.147393047614751
FAM120A	0.178439219960172
FAM120C	0.0128218082322267
FAM124B	-0.320940078040624
FAM127A	-0.0768918672033205
FAM127B	0.201989408199482
FAM129A	-0.516882470656521
FAM131A	0.0109270222137052
FAM134A	0.0788573944702069
FAM134B	-0.700946445615227
FAM134C	0.23048819158824
FAM136A /// LOC100287852	0.628682481787791
FAM13A	0.316391639440065
FAM13B	-0.760499289553601
FAM149A	-0.234419132483402
FAM149B1	0.0492064376070713
FAM153A	0.110066532005636
FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC101928349 /// LOC101930363	-0.191028310551446
FAM155A	0.0421505382614082
FAM155B	0.132127028613136
FAM160B2	-0.0897692424792567
FAM162A	0.474649696786896
FAM163A	0.032258892301992
FAM168A	0.0175134003093964
FAM168B	-0.203781424470819
FAM169A	0.217374280706541
FAM171A1	-0.507327820005271
FAM172A	-0.279778186832516
FAM173A	0.348778234551422
FAM174B	-0.256929539859151
FAM178A	-0.256964763410978
FAM179B	-0.174618652089142
FAM182A /// FAM182B /// FAM27B /// FAM27C	-0.0464496419867215
FAM182B /// FAM27B /// FAM27C	-0.0057655296999739
FAM184A	-0.662971584222319
FAM186A	0.00895368073272618
FAM188A	-0.132923827405959
FAM189A1	-0.0742138771581589
FAM189A2	-1.30537435580245
FAM189B	0.200831526950013
FAM192A	-0.189682627543261
FAM193A	-0.110765946754135
FAM193B	-0.145578740405217
FAM198B	0.177831329976633
FAM206A	0.108093449603185
FAM208A	0.0260380090719927
FAM208B	0.367561287105934
FAM20B	-0.151594178141483
FAM212B /// LOC101928718	-0.0640137468730479
FAM214B	-0.112765110796078
FAM215A	-0.00650143506285783
FAM216A	0.109047911277027
FAM21A /// FAM21C /// LOC101930591	-0.322605763486035
FAM21C /// LOC101930591	-0.315332831516908
FAM222B	0.236575764079552
FAM32A	-0.15325979339471
FAM35A	-0.197890970300632
FAM3A	0.109677487399496
FAM3C	0.757226388959115
FAM45A /// FAM45B	0.19720104650837
FAM46A	-0.308165517380109
FAM46C	0.208900108060473
FAM47E /// FAM47E-STBD1 /// STBD1	0.0299304562674703
FAM49A	-0.521923551157436
FAM49B	0.342338149853173
FAM50A	0.361932797801359
FAM50B	-0.127210416900306
FAM53B	-0.223556551019518
FAM53C	-0.314858359537206
FAM57A	0.387994941584092
FAM60A	0.755888829838987
FAM63A	-0.160750434253826
FAM63B	-0.446643826920851
FAM64A	0.51684323929792
FAM65A	-0.542340917344653
FAM65B	-0.210870272864384
FAM69A	0.689116897886542
FAM83E	0.221895239197956
FAM86B1 /// FAM86B2 /// FAM86C1 /// FAM86DP /// FAM86FP	0.108931246702131
FAM86C1	0.114017621511401
FAM89B	0.19728406262583
FAM8A1	-0.301347561788006
FAM90A1	0.101343841357572
FAM96B	0.198645609188706
FAM98A	0.431661190554181
FAN1	-0.139209858351704
FANCA	0.242697629739122
FANCC	-0.0543683130408041
FANCE	0.132244091773424
FANCF	0.321894788305732
FANCG	0.530719598007808
FANCI	0.728860516922371
FANCL	0.568926802092441
FAP	1.30327628400894
FAR2	-0.407627460935856
FARP1	-0.438564495523162
FARP2	-0.169842505517175
FARSA	0.190349735132383
FAS	-0.416309784566512
FASLG	0.0945993694835172
FASN	-0.342573595331258
FASTK	0.309142582908573
FASTKD1	0.371900320219977
FASTKD2	0.184046153898342
FASTKD3	0.643839864942743
FASTKD5	0.0876433662201297
FAT1	0.701812466602753
FAT2	0.0343947129946915
FAT4	-0.789158638139099
FAU	0.0452090908254039
FAXDC2	-0.315176295658542
FBL	0.460522603958198
FBLN1	-0.971311874716257
FBLN2	-0.0782021916551381
FBLN5	-1.51650425638561
FBN1	0.154904498098258
FBN2	0.0483147691301316
FBP1	-1.24977304342669
FBRS	0.029708677904245
FBXL12	-0.178549217470373
FBXL14	-0.315668159587794
FBXL15	-0.281726978054861
FBXL2	0.0597396720545875
FBXL4	0.12729583905684
FBXL5	-0.499886424798737
FBXL6	0.345621381263019
FBXL7	-0.447476194547971
FBXL8	-0.0163038486104643
FBXO11	-0.380289306360617
FBXO16 /// ZNF395	-0.392464800298953
FBXO17	-0.254163873734195
FBXO2	0.339883167379328
FBXO21	-0.247464886956939
FBXO24	0.0298235782848417
FBXO28	0.354984145092939
FBXO3	-0.361490729091852
FBXO34	0.352762422949898
FBXO38	-0.246228163983804
FBXO40	0.0201195713168252
FBXO41 /// LOC101927826	0.180184193562667
FBXO42	-0.175760746655428
FBXO46	0.256136958745952
FBXO5	0.465589319185328
FBXO7	-0.288045389228818
FBXO9	-0.169217172487164
FBXW11	0.0459282923496565
FBXW12	-0.246458659274543
FBXW2	-0.322702470745217
FBXW4	-0.431527842585243
FBXW4P1	-0.00181826811787644
FBXW7	0.00919401727372193
FCER1A	-0.933677131617682
FCER1G	-0.642489478202018
FCER2	-0.0182717306996079
FCF1 /// MAPK1IP1L	0.162067040606365
FCGBP	0.451545380642864
FCGR1A /// FCGR1B /// FCGR1C	-0.366244682188009
FCGR1B	-0.315193000696359
FCGR2A	-0.31953359859939
FCGR2B	0.0700735560867809
FCGR2C	-0.0279591471815461
FCGR3A /// FCGR3B	-0.327933544454518
FCGR3B	-0.463665223954052
FCGRT	-0.703512509239289
FCHO1	0.133132237111261
FCHSD2	-0.510569973549151
FCN1	-0.671750817816022
FCN2	-0.021607482788994
FCN3	-3.49732887553174
FCRL2	0.233901062955922
FDFT1	-0.272212941461422
FDPS	-0.0571871983632022
FDX1	0.0277272342787853
FDXR	0.165653635449722
FECH	0.0798011669236454
FEM1B	-0.107549868285794
FEM1C	-0.187740824336487
FEN1	0.908102455718973
FER	-0.117624987523476
FER1L4	0.342263269467719
FERMT1	0.829098598155214
FERMT2	-1.20970251761034
FES	-0.173360004766658
FEV	0.00746607976100844
FEZ1	-1.16624449891285
FEZ2	-0.15538027078429
FFAR2	0.104244497674015
FFAR3 /// GPR42	0.0586891590433023
FGA	0.59372588355319
FGB	0.879536764068014
FGD1	0.0474207265832352
FGD6	0.557013120050595
FGF1	-0.0397082285444252
FGF12	0.0219788986489826
FGF13	0.344607212247263
FGF14	-0.258300014221769
FGF16	-0.011988600629298
FGF17	-0.00315266030442363
FGF18	-0.219291096951004
FGF2	-0.365298297222004
FGF21	0.0493387121451105
FGF23	-0.0277478580372037
FGF6	0.107519570270663
FGF7	-0.351857497077487
FGF9	-0.446041325294595
FGFBP1	0.214272222450038
FGFR1	-0.29921090764995
FGFR1OP	0.230678567081872
FGFR2	-0.529277067449335
FGFR3	-0.631489672230775
FGFR4	-1.1841355840786
FGG	-0.430268986819
FGGY	-0.110498993367673
FGL1	0.527535292274729
FGL2	-0.424461002400622
FGR	-1.12220543233472
FH	0.378107195786711
FHIT	0.0427019782720359
FHL1	-2.44270426085724
FHL2	1.44131043806414
FHL3	0.114181005202454
FHL5	-1.18603550659032
FHOD1	-0.360822508307898
FHOD3	0.308651105699151
FIBP	0.286108912942943
FICD	0.0758306691159021
FIG4	-0.374750986532591
FIGF /// PIR-FIGF	-2.54930676975544
FILIP1L	-0.678242278994512
FIP1L1	0.304166669030742
FIS1	-0.0554045577690196
FJX1	0.0800106188846774
FKBP10	0.415640108652148
FKBP11	1.06516039929532
FKBP14	0.204173736268355
FKBP15	-0.204273270298708
FKBP1A /// LOC101929368	-0.159724489242601
FKBP1B	-0.866388460793728
FKBP1B /// MFSD2B	-0.0899995977557575
FKBP2	0.433832332061277
FKBP3	0.781315132800295
FKBP4	0.331202642237232
FKBP5	-0.0665890233072792
FKBP6	-0.0265914248347636
FKBP8	0.0112322787792589
FKBP9	-0.150410769876046
FKBPL	0.163151259881535
FKRP	-0.0518438360772731
FKSG49	0.021823971291715
FKTN	-0.042143758679682
FLAD1	0.650554289313153
FLCN	-0.0953618959362617
FLI1	-0.482855041421502
FLII	-0.00739694306917826
FLJ10038	-0.30921529080169
FLJ11292	-0.0409447896627864
FLJ11710	0.0378787081885923
FLJ13224	0.00127044241666319
FLJ21369	-0.0559851053934777
FLJ22184	0.301261079361821
FLJ23519 /// RNH1	-0.104371342174282
FLJ42627	-0.0755299417286368
FLNA	-0.321390886720316
FLNB	0.0866324714806996
FLNC	-0.109059159242462
FLOT1	0.0757778315028066
FLOT2	-0.0391760686404599
FLRT1	-0.00849763964216343
FLRT2 /// LOC100506718	-0.159411375631829
FLRT3	-1.60830863050221
FLT1	-0.467964512308868
FLT3	-0.00985528146538961
FLT3LG	-0.148946449951326
FLT4	-0.264104153533064
FLVCR2	-0.519463837175769
FMNL1	-0.23700047020842
FMO1	0.343037852140703
FMO2	-2.46562367227317
FMO3	-0.770636314727888
FMO4	-0.0886458174905371
FMO5	-0.15789502149227
FMO6P	-0.0813546175556006
FMOD	-0.142003249380508
FMR1	0.00540879687308049
FN1	-0.0163464501269974
FN3K	0.084419750070805
FN3KRP	0.11258411590989
FNBP1	-0.545554485402766
FNBP1L	0.253350699556236
FNBP4	-0.129292805104042
FNDC3A	-0.051121670127575
FNDC3B /// LOC101928615	0.373546852388364
FNDC4	0.174442067061731
FNDC8	0.0282600286948318
FNTA	-0.0649270416415817
FOCAD	0.0215896707863168
FOLH1	-0.0224445933281512
FOLR1	-1.42467737155342
FOLR2	-0.275695825304728
FOLR3	-0.152199808331328
FOS	-1.11618473518867
FOSB	-2.24985576854943
FOSL1	0.127816521272234
FOSL2	0.11802790881581
FOXA1	0.767631379054292
FOXA2	-0.374928899834918
FOXB1	-0.0281193176827541
FOXC1	0.0194323620159444
FOXC2	0.00418178775327505
FOXD1	0.182572854863187
FOXD3	0.0242578002158735
FOXD4 /// FOXD4L1	0.0873883744184347
FOXE1	0.161518694092695
FOXF1	-2.22074613589441
FOXF2	-1.05091065939192
FOXG1	0.195825090986649
FOXH1	0.047733372165224
FOXI1	0.0391592347714536
FOXJ1	0.0930849056594028
FOXJ2	-0.24019317484132
FOXJ3	0.0823009950515008
FOXK2	0.500804871461419
FOXL1	-0.0165721546071929
FOXM1	0.85994316730909
FOXN1	0.136409555889085
FOXN2	0.0333806403986694
FOXN3	-0.339501254991299
FOXN3-AS2	-0.101251440816739
FOXO1	-0.642385828257858
FOXO3	-0.760456595274972
FOXO3 /// FOXO3B	-0.288368383535101
FOXO4	-0.100033910359895
FOXP3	-0.0385569771684082
FOXRED2	0.248547416665171
FPGS	0.0566049974933822
FPGT	0.239063059499818
FPGT-TNNI3K /// TNNI3K	-0.0949626923183784
FPR1	-0.651419566602317
FPR2	-0.268752922676785
FPR3	-0.0406565200154274
FRAS1	-0.213364693870856
FRAT1	-0.367605353186789
FRAT2	0.0415475280647488
FRG1 /// LOC100289097 /// LOC101930278 /// LOC101930531	-0.171812184163549
FRK	0.324569296862618
FRMD1	-0.0716748615825891
FRMD4A	-0.404567237031129
FRMD4B	-0.550707898965514
FRMPD1	0.0560733960387081
FRMPD4	-0.0376901573479396
FRS2	0.154861267149072
FRS3	-0.0315233457523139
FRY	-1.52341364569365
FRYL	-0.477072633407527
FRZB	-0.274420536827641
FSCN1	0.493244775344024
FSCN2	0.0760450773214885
FSCN3	-0.0143596306291549
FSD1	-0.036970929659045
FSHB	0.0602873124807131
FSHR	0.0258995244245614
FST	-0.0503160538842522
FSTL1	-0.157376864493227
FSTL3	-0.410345902844711
FSTL4	0.0257912715105144
FTCD	0.0310374370651312
FTH1	-0.211664189444281
FTL	-0.245260346829683
FTO	-0.43604874862972
FTSJ1	0.42796629264565
FTSJ2	0.481427911808237
FTSJ3	0.267710975693449
FUBP1	0.198204547634676
FUBP3	0.000648013030570382
FUCA1	0.0486780733384151
FURIN	0.128540760832099
FUS	0.307750182795687
FUT1	-0.55095626506988
FUT2	0.468371813551926
FUT3	0.533251957815174
FUT4	0.0386094987118133
FUT5	-0.0303598919665395
FUT6	0.19352437454284
FUT7	0.0348788788679579
FUT8	0.918366844341274
FUT9	0.194560042770354
FUZ	0.0247323860509887
FXN	0.107753004459442
FXR1	0.205781697965458
FXR2	-0.0590053308405043
FXYD1	-1.48232451312579
FXYD2	0.119332324558201
FXYD2 /// FXYD6-FXYD2	0.158025015746335
FXYD3	-0.414820847046974
FXYD5	-0.121879561342443
FXYD6	-1.45931389098817
FXYD7	-0.0586902516155687
FYB	-0.0111714571658759
FYCO1	-0.469882534772584
FYN	-0.826405763171135
FZD1	-0.184745118481151
FZD10	-0.0377072957687412
FZD2	0.090479255679182
FZD3	0.230865730697923
FZD4	-0.929990232118083
FZD5	-0.456198301647756
FZD6	-0.144544383606952
FZD7	-0.281091671471902
FZD8 /// MIR4683	0.0283009365275477
FZD9	-0.0226913698649387
FZR1	0.0971999012405478
G0S2	-0.370992905722785
G3BP1	0.192849921513362
G3BP2	0.252232446101514
G6PC2	0.00959591074895538
G6PC3	0.126645568007136
G6PD	0.539058025476439
GAA	-0.1697462073059
GAB1	-0.211433285315265
GAB2	-0.794376068090585
GABARAP	-0.130015434228593
GABARAPL1	-0.543708078026744
GABARAPL1 /// GABARAPL3	-0.937196527478735
GABARAPL2	-0.287189772790965
GABARAPL3	0.02919741898077
GABBR1	-0.17821908697217
GABBR1 /// UBD	1.41324299404031
GABBR2	0.301363542764371
GABPA	0.0519539843833243
GABPB1	0.138317146751618
GABRA1	-0.0747667888999128
GABRA3	-0.0345530845956334
GABRA4	0.10173146235386
GABRA6	0.0153463898411186
GABRB2	-0.117635404911764
GABRB3	0.145515262994239
GABRD	0.0917821391725688
GABRE /// MIR224 /// MIR452	0.0896209891547191
GABRG2	-0.0413219062085117
GABRG3	-0.0545275414079844
GABRP	0.32500776493055
GABRQ	0.00810519102637564
GABRR1	0.0335061154805336
GABRR2	0.0522834537241108
GAD1	0.283449030342731
GADD45A	0.594744627278184
GADD45B	-0.997603335286582
GADD45G	-0.113836141044208
GAGE1	0.0433848660673535
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8	0.683781655498977
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8	0.495695284337569
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2D /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	0.496584906758248
GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	0.610102563353763
GAGE12B /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	0.555239517014928
GAGE3	0.406566360288981
GAK	-0.0323316057956351
GAL	0.0722500316974353
GAL3ST1	-0.0132583577654239
GAL3ST4	0.0722729173817296
GALC	-0.376752868986737
GALE	0.771218108019369
GALK1	0.0870412217550331
GALK2	0.0148069869137233
GALNS	-0.0657884764293524
GALNT1	0.338106051722695
GALNT10	0.356233891656389
GALNT11	-0.0139595517608573
GALNT12	-0.0442260255870295
GALNT14	0.510161227814987
GALNT2	0.36353721796868
GALNT3	0.707748839849888
GALNT4 /// POC1B-GALNT4	0.307888633021385
GALNT6	0.647287088137827
GALNT7	1.47699650041097
GALNT8	0.056085810980389
GALNT8 /// KCNA6	-0.0124169612176033
GALR3	0.0250443537458018
GALT	-0.293835005291847
GAMT	0.243493436231531
GANAB	0.555493946973071
GAPDH	0.97522492121529
GAPDHS	0.0451047809760574
GAPVD1	-0.293171768022297
GAR1	0.448748144244037
GAREM	0.00922895727409667
GARS	0.696357276771684
GART	0.428517596486113
GAS1	-0.553850472277297
GAS2	0.0967840718193278
GAS2L1	-0.340781792737621
GAS6	-1.07135987086608
GAS7	-0.34066924992825
GAS8	-0.10348145250212
GAST	0.0382805874700756
GATA1	-0.0641533538282433
GATA2	-0.638792326042269
GATA3	-0.296327183392353
GATA6	-1.82324507290703
GATAD1	0.112166068640173
GATAD2A	0.134115004051905
GATC	0.0916672481968686
GATC /// SRSF9	0.396621957639923
GATM	0.372753317716519
GBA /// GBAP1	0.201159081637468
GBA3	-0.0736698058299199
GBAP1	0.237659041144543
GBAP1 /// LOC100510710	0.0136479852935247
GBAS	0.294082479223439
GBE1	0.0513668029498877
GBF1	0.132786040483758
GBP1	-0.226378058260496
GBP2	0.0121128653713516
GBX1	0.0402255777385312
GBX2	-0.00816375171018269
GC	-0.036507617364987
GCA	-0.119774524863884
GCAT	0.288968938335571
GCC1	0.0427166251861681
GCC2	-0.178585090041526
GCDH	0.0888260316781722
GCFC2	0.132382937046114
GCGR	0.0083881555826304
GCH1	-0.0383118605787676
GCHFR	-0.416611434978099
GCK	0.0118647978693271
GCLC	1.0148586672258
GCLM	0.719378752284453
GCM1	0.142531261843335
GCN1L1	0.274152476171579
GCNT1	0.234925705155587
GCNT1P1 /// GCNT1P1	0.0368671674204695
GCNT2	0.00382730933642872
GCNT3	1.10897716776131
GCNT4	-0.0780204079197624
GCOM1 /// MYZAP /// POLR2M	0.0101288144867047
GCOM1 /// POLR2M	-0.168233309961563
GCSH /// LOC101060817	0.497087777109018
GDAP1	0.103227661610694
GDAP1L1	0.0101492528826945
GDAP2	0.0918745899957667
GDE1	0.352696960947226
GDF10	-1.14268485252018
GDF11	0.0976498314876499
GDF15	1.39840584398863
GDF2	-0.00517651211748138
GDF5	-0.0172144126760649
GDF9	-0.0216128584754811
GDI1	-0.0535275085330227
GDI2	0.212091344042982
GDPD2	0.0718105307582668
GDPD3	-0.176088806153087
GDPD5	-0.104943562427806
GEM	-0.143331381775988
GEMIN2	0.313456094198966
GEMIN4	0.0874794264122638
GEMIN6	0.519424634459208
GEMIN8	0.0334110797021872
GFAP	0.0380864317210907
GFER	0.122547222933442
GFI1	-0.0540007202457398
GFM1	-0.126480311128129
GFOD1	-0.997192955088634
GFOD2	-0.089696246074503
GFPT1	1.12959294802393
GFPT2	0.0395428263805702
GFRA2	-0.124816656323557
GFRA3	0.152013226733624
GFRA4	-0.000569674930479991
GGA1	-0.108223258984886
GGA2	-0.302490512096085
GGA3	0.0231768721640755
GGCT	1.12558459727158
GGCX	0.346768797598687
GGH	0.950520896499025
GGNBP2	0.113089141735074
GGPS1	0.265385394543246
GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197	-0.794022574022888
GGT1 /// GGT2 /// GGTLC1 /// GGTLC2	-0.729324933803932
GGT5	0.228418753168324
GGTLC1	-1.11336139101747
GGTLC2	-0.115437580788703
GHITM	0.111450848097494
GHR	-1.43313088314803
GHRH	-0.14551179239273
GHRHR	-0.0140256914650072
GHSR	0.0528313560302243
GID4	0.0777033913765859
GID8	0.544075896388305
GIMAP1-GIMAP5 /// GIMAP5	-0.946128734843377
GIMAP4	-0.940559693193695
GIMAP6	-1.90205741481919
GIN1	-0.0192371863489793
GINS1	1.18809037404155
GINS2	0.801264332513623
GINS3	0.192440443497842
GINS4	0.192543735345042
GIPC1	0.0547695273319597
GIPC2	-0.593113418904842
GIPR	-0.0516960213365261
GIT1	-0.0526258797937764
GIT2	-0.00341117850945594
GJA1	-0.708571612734481
GJA3	-0.0127629565257648
GJA4	-0.751874890768534
GJA5	-0.143373919246486
GJA8	0.0657934018140391
GJA9 /// GJA9-MYCBP /// MYCBP	0.351904765057108
GJA9-MYCBP /// MYCBP	0.003940481224598
GJB1	0.107613998064046
GJB3	0.278146373159798
GJB4	0.0477370129459587
GJB5	0.105752558732004
GJC1	0.0114732712193675
GJC2	-0.0747180691708129
GJD2	0.0150239040765028
GK	0.104009942949157
GK-AS1 /// GK-AS1	-9.94431281240438e-05
GK3P	0.124608084284525
GKN1	-0.0635744898727388
GLA	-0.000846869184552901
GLB1 /// TMPPE	0.0591018261347589
GLB1L	-0.0566598562969283
GLB1L2	0.642652185166702
GLCE	0.050495051132347
GLDC	0.177631892976048
GLE1	0.0998558243984311
GLG1	0.0221428711689473
GLI1	0.0475426108338013
GLI3	-0.115692322813385
GLIPR1	-0.230230002223211
GLMN	0.182527712551841
GLO1	0.141999205719454
GLOD4	0.119582365429869
GLP1R	-0.0284075947251319
GLP2R	0.0270988026445993
GLRA1	0.0281784038617499
GLRA2	0.0192474540944305
GLRB	0.286235112564672
GLRX	-0.405510431423545
GLRX2	0.442399736805397
GLRX3	0.469818951383758
GLRX5	0.186449442229733
GLS	-0.169945009450988
GLS2	0.220079894172875
GLT8D1	0.0438539696703675
GLT8D2	-0.142653240930141
GLTP	-0.13248139664488
GLTSCR1L	-0.288394478068101
GLTSCR2 /// SNORD23	-0.431249474970015
GLUD1	-0.157901389218166
GLUD2	-0.0439035213476657
GLUL	-0.329036923553602
GLULP4 /// GLULP4	0.0461951069801465
GLYAT	-0.102426910244718
GLYR1	0.0681343252702913
GLYR1 /// SEPT6	-0.22096219402731
GM2A	-0.0988939429404372
GMCL1	0.443889828805679
GMDS	0.505067162842889
GMEB1	-0.000349948552605284
GMEB2	0.0743491023102028
GMFB	-0.0330982825627615
GMFG	-1.22822840753326
GMIP	-0.0445924084961238
GML	-0.0026790234499714
GMNN	1.08411348091519
GMPPA	0.410581669498023
GMPR	-0.226686352974141
GMPR2	0.0696999125496749
GMPS	0.629114801118503
GNA11	-0.540432057294051
GNA12	-0.00929477282610502
GNA13	0.105577096700721
GNA14	-0.247799431609046
GNA15	0.21797138915562
GNAI1	0.0217985268246457
GNAI2	-0.546585613096623
GNAI3	0.347128637068005
GNAL	0.0170957889098196
GNAO1	0.0120286193076176
GNAQ	-0.712702830628015
GNAS	0.223623252674788
GNAT1	0.0309296156272145
GNAT2	-0.0533507021933497
GNAZ	-0.174739937721712
GNB1	-0.0248994898868311
GNB1L	0.111599478608703
GNB2	0.236657687855015
GNB2L1 /// SNORD95 /// SNORD96A	0.13307473245359
GNB3	0.0572471175995393
GNB5	0.191133521752252
GNE	-0.0842020434884558
GNG10	0.0641801612799178
GNG11	-1.7073221035205
GNG12	-0.139816653020155
GNG13	-0.0019388574196606
GNG4	0.11098242908394
GNG5	-0.0249892378371186
GNG7	-0.028470744063096
GNL1	-0.0736610727380338
GNL2	0.413640220698917
GNL3 /// SNORD19B	0.819557168134814
GNL3L	0.072175636929563
GNLY	-0.561566316985463
GNMT	-0.0732801198147053
GNPAT	0.257377645621681
GNPDA1	0.252479728054459
GNPTAB	-0.18429607360834
GNRH2	0.00122661347649711
GNRHR	-0.000192468128024537
